n	ctrl	filename	algo_name	expanded_nodes	iteration_count	max_size	time	count_steps	steps
4	50	NSQ-n4-ctrl50_20250515-003153.897235856.inp	PFS_VDMPE with eps = 1.05; pFocal = 0.6	317	156	123	0.001194	22	URURDLULDDRRULUULDRULL
4	50	NSQ-n4-ctrl50_20250515-003153.897235856.inp	VDM's PE	329	162	125	0.000658	22	URURDLULDDRRULUULDRULL
4	50	NSQ-n4-ctrl50_20250515-003153.897235856.inp	AStar with Partial Expansion with C = 2.000000	329	162	327	0.000696	22	URURDLULDDRRULUULDRULL
4	50	NSQ-n4-ctrl50_20250515-003153.897235856.inp	Focal Search with eps = 1.050000	303	149	158	0.000607	22	URURDLULDDRRULUULDRULL
4	50	NSQ-n4-ctrl50_20250515-003153.903855057.inp	PFS_PE with eps = 1.05; pFocal = 0.6, cBound = 2	156	73	168	0.000419	26	LLDRDDLURULDRDRRULUURDLULL
4	50	NSQ-n4-ctrl50_20250515-003153.903855057.inp	Probabilistic Focal Search with eps = 1.05; pFocal = 0.6	131	59	84	0.000234	26	LLDRDDLURULDRDRRULUURDLULL
4	50	NSQ-n4-ctrl50_20250515-003153.903855057.inp	PFS_VDMPE with eps = 1.05; pFocal = 0.6	145	67	55	0.000491	26	LLDRDDLURULDRDRRULUURDLULL
4	50	NSQ-n4-ctrl50_20250515-003153.903855057.inp	VDM's PE	323	159	115	0.000663	26	LDDDLURUULDDRDRRULUURDLULL
4	50	NSQ-n4-ctrl50_20250515-003153.903855057.inp	AStar with Partial Expansion with C = 2.000000	323	159	323	0.000692	26	LDDDLURUULDDRDRRULUURDLULL
4	50	NSQ-n4-ctrl50_20250515-003153.903855057.inp	Focal Search with eps = 1.050000	95	44	68	0.000179	26	LLDRDDLURULDRDRRULUURDLULL
4	50	NSQ-n4-ctrl50_20250515-003153.908289675.inp	PFS_PE with eps = 1.05; pFocal = 0.6, cBound = 2	92	41	106	0.000249	18	RUULLLDDRRURDLLUUL
4	50	NSQ-n4-ctrl50_20250515-003153.908289675.inp	Probabilistic Focal Search with eps = 1.05; pFocal = 0.6	112	52	68	0.000212	18	RUULLLDDRRURDLLUUL
4	50	NSQ-n4-ctrl50_20250515-003153.908289675.inp	PFS_VDMPE with eps = 1.05; pFocal = 0.6	86	38	42	0.000283	18	RUULLLDDRRURDLLUUL
4	50	NSQ-n4-ctrl50_20250515-003153.908289675.inp	VDM's PE	147	68	47	0.000277	18	RUULLLDDRRURDLLUUL
4	50	NSQ-n4-ctrl50_20250515-003153.908289675.inp	AStar with Partial Expansion with C = 2.000000	147	68	147	0.000273	18	RUULLLDDRRURDLLUUL
4	50	NSQ-n4-ctrl50_20250515-003153.908289675.inp	Focal Search with eps = 1.050000	71	31	56	0.000121	18	RUULLLDDRRURDLLUUL
4	50	NSQ-n4-ctrl50_20250515-003153.911310341.inp	PFS_PE with eps = 1.05; pFocal = 0.6, cBound = 2	262	126	280	0.000748	20	RRDDLDRULLDRRRUULULL
4	50	NSQ-n4-ctrl50_20250515-003153.911310341.inp	Probabilistic Focal Search with eps = 1.05; pFocal = 0.6	250	120	148	0.000526	20	RRDDLDRULLDRRRUULULL
